"Message","User","TimeCreated","Source"
"Session has been disconnected","TRADENET\thor","10/5/2016 10:02:55 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","10/5/2016 9:10:24 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","10/3/2016 6:10:27 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","10/3/2016 6:07:33 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","10/3/2016 6:01:31 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","10/3/2016 5:53:54 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","10/3/2016 5:51:35 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","10/3/2016 5:45:03 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","10/3/2016 5:42:06 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","10/3/2016 5:38:13 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","10/3/2016 4:48:39 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","10/3/2016 4:15:36 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","10/3/2016 3:07:01 PM","192.168.77.6"
"Session reconnection succeeded","TRADENET\thor","10/3/2016 2:49:54 PM","192.168.77.6"
"Session has been disconnected","TRADENET\thor","9/30/2016 6:36:44 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/30/2016 6:10:08 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/30/2016 5:25:51 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/30/2016 5:09:16 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/30/2016 7:01:11 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/30/2016 6:58:15 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/29/2016 9:16:29 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/29/2016 8:57:19 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/28/2016 3:32:24 PM","192.168.77.6"
"Session reconnection succeeded","TRADENET\thor","9/28/2016 12:29:23 PM","192.168.77.6"
"Session has been disconnected","TRADENET\thor","9/28/2016 12:29:22 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/27/2016 12:08:07 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 11:03:19 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 10:50:17 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/26/2016 10:50:13 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 10:47:46 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/26/2016 10:47:46 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 10:39:57 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/26/2016 10:13:15 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 10:12:54 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/26/2016 9:43:55 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 9:08:05 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/26/2016 9:08:05 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 4:39:23 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 4:39:10 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 2:47:14 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 2:46:56 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 11:15:29 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 9:47:59 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 9:47:52 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 9:47:25 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 9:43:21 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 9:43:09 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 9:42:53 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 9:42:48 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/26/2016 9:42:17 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/26/2016 9:42:06 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/23/2016 3:39:32 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/23/2016 3:39:31 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/22/2016 9:20:12 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/21/2016 2:02:09 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/21/2016 1:52:01 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/21/2016 1:52:00 PM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","9/21/2016 9:17:38 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/21/2016 3:41:02 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/19/2016 10:45:28 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/18/2016 9:40:41 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/18/2016 8:33:18 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/18/2016 7:00:27 PM","10.215.236.254"
"Session reconnection succeeded","TRADENET\thor","9/18/2016 6:31:48 PM","10.215.236.254"
"Session has been disconnected","TRADENET\thor","9/18/2016 6:20:13 PM","10.215.236.254"
"Session reconnection succeeded","TRADENET\thor","9/18/2016 6:06:17 PM","10.215.236.254"
"Session has been disconnected","TRADENET\thor","9/18/2016 6:06:17 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/18/2016 10:10:14 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/18/2016 10:07:17 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/18/2016 9:31:02 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/17/2016 10:49:25 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/17/2016 10:40:13 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/16/2016 11:31:52 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/16/2016 11:26:10 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/16/2016 11:01:15 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/16/2016 10:44:17 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/16/2016 10:44:16 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/13/2016 10:59:42 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/13/2016 10:59:35 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/11/2016 11:53:45 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/11/2016 11:45:02 AM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","9/10/2016 11:35:24 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/9/2016 8:45:57 PM","192.168.77.6"
"Session reconnection succeeded","TRADENET\thor","9/9/2016 8:42:37 PM","192.168.77.6"
"Session has been disconnected","TRADENET\thor","9/9/2016 8:42:36 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","9/9/2016 7:06:11 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","9/9/2016 12:35:55 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/9/2016 12:35:22 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/9/2016 12:02:57 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/9/2016 11:35:08 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/9/2016 10:45:04 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/9/2016 10:26:24 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/9/2016 8:51:50 AM","10.215.236.254"
"Session reconnection succeeded","TRADENET\thor","9/9/2016 8:42:50 AM","10.215.236.254"
"Session has been disconnected","TRADENET\thor","9/9/2016 8:42:49 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 10:40:20 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/7/2016 10:08:56 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 9:07:57 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 9:02:20 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 8:31:16 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 8:29:17 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 8:13:55 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 7:45:20 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 7:38:35 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 7:36:19 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 7:11:55 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 7:09:34 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 6:41:36 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 6:37:57 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 6:15:09 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 5:05:19 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/7/2016 4:49:10 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/7/2016 4:49:09 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/6/2016 8:35:36 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/5/2016 9:52:29 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/5/2016 7:59:12 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/5/2016 7:59:11 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/5/2016 6:58:00 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/5/2016 6:57:59 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/5/2016 6:57:25 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/5/2016 6:57:24 PM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","9/5/2016 3:06:46 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/5/2016 3:23:15 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/5/2016 9:13:31 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/5/2016 9:13:10 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/4/2016 9:46:10 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/2/2016 7:15:47 PM","10.215.236.254"
"Session reconnection succeeded","TRADENET\thor","9/2/2016 7:13:13 PM","10.215.236.254"
"Session has been disconnected","TRADENET\thor","9/2/2016 4:14:40 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/2/2016 4:00:57 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/2/2016 3:35:05 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/2/2016 3:19:26 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/2/2016 3:10:58 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/2/2016 3:10:29 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/2/2016 2:28:41 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/2/2016 1:13:48 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/2/2016 11:47:16 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","9/2/2016 11:38:00 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","9/2/2016 11:38:00 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","9/1/2016 9:11:52 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","9/1/2016 9:11:35 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/31/2016 4:30:38 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/31/2016 4:30:34 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/30/2016 9:02:24 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/30/2016 9:01:36 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/30/2016 9:01:04 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/30/2016 9:00:54 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/28/2016 7:44:02 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/28/2016 7:44:00 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/28/2016 11:20:57 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/26/2016 2:20:40 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/26/2016 2:07:08 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/26/2016 2:07:08 PM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","8/25/2016 3:56:40 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/25/2016 4:00:21 PM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","8/25/2016 9:18:53 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/25/2016 4:03:58 AM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","8/24/2016 4:53:15 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/24/2016 5:08:36 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/24/2016 9:00:07 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/24/2016 8:34:08 AM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/24/2016 7:15:57 AM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/24/2016 7:15:56 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/23/2016 9:18:22 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/22/2016 9:39:29 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/22/2016 9:38:01 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/22/2016 9:38:00 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/21/2016 1:03:13 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/21/2016 12:58:22 PM","192.168.121.103"
"Session reconnection succeeded","TRADENET\thor","8/21/2016 12:54:51 PM","192.168.121.103"
"Session has been disconnected","TRADENET\thor","8/21/2016 12:54:50 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/21/2016 9:23:22 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/21/2016 6:50:43 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/21/2016 6:31:17 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/21/2016 6:26:10 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/21/2016 6:04:40 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/19/2016 6:56:00 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/19/2016 6:50:47 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/19/2016 6:50:38 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/19/2016 6:44:19 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/19/2016 6:44:19 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/19/2016 6:41:29 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/19/2016 6:41:15 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/19/2016 6:38:46 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/19/2016 6:38:45 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/19/2016 6:23:58 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/19/2016 6:23:58 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/19/2016 6:18:51 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/19/2016 6:18:50 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/16/2016 9:29:14 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/15/2016 7:05:59 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/15/2016 6:56:46 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/15/2016 6:56:45 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/15/2016 6:44:40 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/15/2016 6:44:38 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/15/2016 12:12:27 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/15/2016 12:11:10 PM","10.215.237.121"
"Session reconnection succeeded","TRADENET\thor","8/15/2016 12:05:21 PM","10.215.237.121"
"Session has been disconnected","TRADENET\thor","8/15/2016 12:05:21 PM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","8/15/2016 9:53:45 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/14/2016 2:58:20 PM","10.215.237.81"
"Session reconnection succeeded","TRADENET\thor","8/14/2016 2:56:53 PM","10.215.237.81"
"Session has been disconnected","TRADENET\thor","8/14/2016 2:56:52 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/14/2016 9:21:17 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/12/2016 12:20:46 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/12/2016 12:09:46 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/12/2016 12:09:45 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/11/2016 11:21:47 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/11/2016 10:56:40 AM","10.215.237.148"
"Session reconnection succeeded","TRADENET\thor","8/11/2016 10:38:22 AM","10.215.237.148"
"Session has been disconnected","TRADENET\thor","8/11/2016 10:38:21 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/10/2016 6:04:14 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/10/2016 5:58:30 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/10/2016 5:57:34 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/10/2016 5:53:25 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/10/2016 5:39:54 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/10/2016 5:38:23 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/10/2016 4:14:36 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/10/2016 4:14:35 PM","10.215.236.190"
"Session reconnection succeeded","TRADENET\thor","8/10/2016 4:14:31 PM","10.215.236.190"
"Session has been disconnected","TRADENET\thor","8/10/2016 4:14:30 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/10/2016 10:04:57 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/9/2016 10:08:43 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/9/2016 9:55:11 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/9/2016 9:53:04 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/9/2016 9:50:31 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/9/2016 9:50:27 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/9/2016 9:45:47 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/9/2016 9:45:46 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/9/2016 10:48:29 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/8/2016 6:45:55 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/8/2016 6:40:17 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/8/2016 6:40:16 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/8/2016 10:54:48 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/8/2016 10:54:45 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/8/2016 10:12:05 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/8/2016 10:12:04 AM","10.215.236.188"
"Session reconnection succeeded","TRADENET\thor","8/8/2016 9:42:32 AM","10.215.236.188"
"Session has been disconnected","TRADENET\thor","8/7/2016 10:19:22 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/7/2016 10:15:05 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/7/2016 10:15:05 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/7/2016 6:16:46 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/7/2016 5:30:35 PM","10.215.236.188"
"Session reconnection succeeded","TRADENET\thor","8/7/2016 4:00:37 PM","10.215.236.188"
"Session has been disconnected","TRADENET\thor","8/7/2016 4:00:36 PM","10.215.236.188"
"Session reconnection succeeded","TRADENET\thor","8/7/2016 3:24:12 PM","10.215.236.188"
"Session has been disconnected","TRADENET\thor","8/7/2016 3:24:11 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","8/7/2016 10:54:45 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/7/2016 10:54:42 AM","10.215.237.139"
"Session logon succeeded","TRADENET\thor","8/7/2016 9:47:46 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","8/4/2016 3:02:59 PM","192.168.77.51"
"Session reconnection succeeded","TRADENET\thor","8/4/2016 2:57:07 PM","192.168.77.51"
"Session has been disconnected","TRADENET\thor","8/3/2016 10:26:25 PM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","8/3/2016 9:55:43 PM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","8/3/2016 4:18:22 PM","10.215.236.190"
"Session reconnection succeeded","TRADENET\thor","8/1/2016 3:44:17 PM","10.215.236.190"
"Session has been disconnected","TRADENET\thor","8/1/2016 1:27:11 PM","10.215.236.254"
"Session reconnection succeeded","TRADENET\thor","8/1/2016 1:25:28 PM","10.215.236.254"
"Session has been disconnected","TRADENET\thor","7/31/2016 9:21:37 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","7/31/2016 9:15:38 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","7/31/2016 9:15:35 AM","192.168.77.55"
"Session reconnection succeeded","TRADENET\thor","7/31/2016 9:15:23 AM","192.168.77.55"
"Session has been disconnected","TRADENET\thor","7/28/2016 6:15:29 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/28/2016 2:19:51 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/28/2016 1:39:32 PM","10.215.237.160"
"Session reconnection succeeded","TRADENET\thor","7/28/2016 1:33:51 PM","10.215.237.160"
"Session has been disconnected","TRADENET\thor","7/28/2016 1:33:51 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/28/2016 12:03:02 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/27/2016 8:27:36 PM","10.215.236.190"
"Session reconnection succeeded","TRADENET\thor","7/27/2016 6:44:16 PM","10.215.236.190"
"Session has been disconnected","TRADENET\thor","7/27/2016 6:44:15 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/27/2016 5:47:58 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/27/2016 5:27:55 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/26/2016 4:43:39 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/26/2016 4:33:42 PM","10.215.237.112"
"Session reconnection succeeded","TRADENET\thor","7/26/2016 4:30:40 PM","10.215.237.112"
"Session has been disconnected","TRADENET\thor","7/26/2016 4:30:39 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/25/2016 5:48:38 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/25/2016 3:33:54 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/25/2016 1:42:45 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/25/2016 10:18:59 AM","10.215.237.141"
"Session reconnection succeeded","TRADENET\thor","7/25/2016 9:46:20 AM","10.215.237.141"
"Session has been disconnected","TRADENET\thor","7/24/2016 5:47:02 PM","10.215.237.141"
"Session reconnection succeeded","TRADENET\thor","7/24/2016 5:41:50 PM","10.215.237.141"
"Session has been disconnected","TRADENET\thor","7/24/2016 5:37:19 PM","10.215.237.141"
"Session reconnection succeeded","TRADENET\thor","7/24/2016 5:36:10 PM","10.215.237.141"
"Session has been disconnected","TRADENET\hulk","7/24/2016 5:18:38 PM","10.215.237.136"
"Session reconnection succeeded","TRADENET\hulk","7/24/2016 5:00:09 PM","10.215.237.136"
"Session has been disconnected","TRADENET\thor","7/24/2016 4:30:06 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/24/2016 4:30:04 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/24/2016 4:30:03 PM","10.215.237.139"
"Session has been disconnected","TRADENET\hulk","7/24/2016 2:58:19 PM","10.215.237.115"
"Session logon succeeded","TRADENET\hulk","7/24/2016 2:57:22 PM","10.215.237.115"
"Session reconnection succeeded","TRADENET\thor","7/24/2016 12:33:28 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/24/2016 9:07:57 AM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/21/2016 3:59:39 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/21/2016 3:59:34 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/20/2016 9:44:57 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/19/2016 10:15:55 PM","192.168.77.53"
"Session reconnection succeeded","TRADENET\thor","7/19/2016 10:11:21 PM","192.168.77.53"
"Session has been disconnected","TRADENET\thor","7/19/2016 10:11:20 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/19/2016 9:18:17 AM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/18/2016 6:43:35 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/18/2016 6:41:46 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/18/2016 6:40:37 PM","10.215.237.139"
"Session reconnection succeeded","TRADENET\thor","7/18/2016 6:40:08 PM","10.215.237.139"
"Session has been disconnected","TRADENET\thor","7/18/2016 5:27:01 PM","10.215.237.160"
"Session reconnection succeeded","TRADENET\thor","7/18/2016 5:26:10 PM","10.215.237.160"
"Session has been disconnected","TRADENET\thor","7/18/2016 5:26:10 PM","10.215.237.87"
"Session reconnection succeeded","TRADENET\thor","7/18/2016 3:19:25 PM","10.215.237.87"
"Session has been disconnected","TRADENET\thor","7/18/2016 1:45:13 PM","10.215.236.187"
